@relation designdecisions

@attribute class {1, 0}
@attribute DecisionText string

@data
0,'Fix tracing documention reflecting the update to htrace4 The sample code in Tracingmd have some problems compilation error by not importing Tracer generic options are not reflected because Tracer is initialized before ToolRunner run it may be confusing to use FsShell in example because it has embedded Tracer now'
0,'Broadcast join produces incorrect results when compressed Oops differs between driver executor Broadcast join produces incorrect columns in join result see below for an example The same join but without using broadcast gives the correct columns'
0,'Log slow name resolutions Logging slow name resolutions would be useful in identifying DNS performance issues in a cluster Most resolutions go through orgapachehadoopsecuritySecurityUtilgetByName see attached call graph Adding additional logging to this method would expose such issues'
0,'Dataset containing a Case  with a List type causes a CompileException converting sequence to list The issue occurs when we run a map over a dataset containing Case  with a List in it It seems to be internally converting the List to a sequence then it cant convert it back'
0,'External distribution stitching scripts do not work correctly on Windows In HADOOP12850 we pulled the distlayoutstitching and disttarstitching scripts out of hadoopdist pomxml and into external files It appears this change is not working correctly on Windows'
0,'TraceAdmin should support Kerberized cluster When I run hadoop trace command for a Kerberized NameNode it failed with the following error It is failing because TraceAdmin does not set up the property'
0,'ML MLLIB ChiSquareSelector based on StatisticschiSqTest RDD is wrong The method to count ChiSqureTestResult in mllib feature ChiSqSelectorscala line 233 is wrong For feature selection method ChiSquareSelector it is based on the ChiSquareTestResultstatistic ChiSqure value to select the features It select the features with the largest ChiSqure value But the Degree of Freedom df of ChiSqure value is different in StatisticschiSqTest RDD and for different df you cannot base on ChiSqure value to select features Because of the wrong method to count ChiSquare value the feature selection results are strange This is strange This result is make sense because the df of each feature in scikit learn is the same'
0,'Some tests in orgapachehadoopfsshellfind occasionally time out An example javalangException test timed out after 1000 milliseconds'
0,'Event time watermark delay threshold specified in months or years gives incorrect results Internally we use CalendarInterval to parse the delay Nondeterminstic intervals like month and year are handled such a way that the generated delay in milliseconds is 0 delayThreshold is in months or years'
0,'bash unit tests are failing Running bats in a docker container on jenkins fails'
0,'Cant set Python via sparksubmit for YARN cluster mode when PYSPARKPYTHON & PYSPARKDRIVERPYTHON are set Both offheap and onheap variants of ColumnVectorreserve can unfortunately overflow while reserving additional capacity during reads Caused by javalangNegativeArraySizeException'
0,'Config archive not properly added to YARN classpath Since they uses SparkContext'
0,'TestFindprocessArguments occasionally fails This failure seems to exist after November 3rd I am still tracing where this can come from Error Message test timed out after 1000 milliseconds Stacktrace javalangException'
0,'sparkrzip is not distributed to executors when run sparkr in RStudio Heres the code to reproduce this issue And this is the exception in executor log'
0,'Visualization and metrics for generated operators'
0,'Fix typing mistake of inline document in hadoopmetrics2properties Fix typing mistake of inline document in hadoopmetrics2properties sinkgangliatagsForPrefixjvmProcesNamecode should be code sinkgangliatagsForPrefixjvmProcessNamecode And also could add examples into the inline document for easier understanding of metrics tag related configuration'
0,'Improve error reporting for FileStressSuite in streaming FileStressSuite doesnt report errors when they occur'
0,'orgapachehadoopfsshellTestCount fails Error Message Argument s are different Wanted If kerberos is enabled while HTTP SPNEGO is not configured some links cannot be accessed Its not correct because enabling Kerberos and HTTP SPNEGO are two steps If Kerberos is enabled while HTTP SPNEGO is not some links cannot be accessed such as logs and it will return error message as below HTTP ERROR 403'
0,'Master may ask a worker to launch an executor before the worker actually got the response of registration I somehow saw a failed test orgapachesparkDistributedSuitecaching in memory serialized replicated Its log shows that Spark master asked the worker to launch an executor before the worker actually got the response of registration So the master knew that the worker had been registered But the worker did not know if it self had been registered Then seems the worker did not launch any executor'
0,'Incorrect Statistics when Queries Containing LIMIT TABLESAMPLE 0 I have df where column1 is struct type and there is 1M rows Is there a change in IS NOT NULL behaviour in Spark 20'
0,'TestKMS testKMSProvider intermittently fails during test rollover draining Ive seen several failures of testKMSProvider all failed in the following snippet with error message'
0,'Cached tables are not used in SubqueryExpression Consider the following In both plans Id expect that both sides of the joins would read from the cached table for both the cross join and anti join but the left anti join produces the following plan which only reads the left side from cache and reads the right side via a regular noncahced scan'
0,'Fix default Locale used in DateFormat NumberFormat to LocaleUS Many parts of the code use DateFormat and NumberFormat instances Although the behavior of these format is mostly determined by things like format strings the exact behavior can vary according to the platforms default locale Although the locale defaults to en it can be set to something else by env variables And if it does it can cause the same code to succeed or fail based just on locale'
0,'RDDpipe returns values for empty partitions Currently we dont check the value returned by called method in Invoke When the returned value is null NullPointerException will be thrown'
0,'Update documentation for hadoops configuration post HADOOP785 With significant changes to hadoops configuration since HADOOP785 the documentation for it needs to be completely overhauled Exhaustive and accurate javadocs including some specific examples Update the wiki Importantly Put up a page describing hadoops configuration on the hadoop website via forrest'
0,'cleanup the dockerfile hackagehaskellorg is pretty unreliable switch to fpcompletes mirror quiet some of the output to make jenkins debugging easier some other random fixes'
0,'File does not exist when i run the spark example raises the following error Is this a bug'
0,'FsShell can suppress the real error if no error message is present The FsShell error handling assumes in displayError that the message argument is not null However in the case where it is this leads to a NPE which results in suppressing the actual error information since a higher level of error handling kicks in and just dumps the stack trace of the NPE instead This is deeply unhelpful because depending on what the underlying error was there may be no stack dumped logged for it as HADOOP7114 provides since FsShell doesnt explicitly dump traces for IllegalArgumentException which appears to be the underlying cause of my issue Line 289 is where displayError is called for IllegalArgumentException handling and that catch clause does not log the error'
0,'ML 20 QA migration guide update Update sparkml and sparkmllib migration guide from 16 to 20'
0,'Fix the java8tests profile and run those tests in Jenkins Spark has some tests for compilation of Java 8 sources using lambdas guarded behind a java8tests maven profile but we currently do not build or run those tests As a result the tests no longer compile We should fix these tests and set up automated CI so that they dont break again'
0,'Applications fail on NM restart on some linux distro because NM container recovery declares AM container as LOST On a debian machine we have seen node manager recovery of containers fail because the signal syntax for process group may not work We see errors in checking if process is alive during container recovery which causes the container to be declared as LOST 154 on a NodeManager restart The application will fail with error The attempts are not retried'
0,'Specifying remote files for Python based Spark jobs in Yarn cluster mode not working When I run a python application and specify a remote path for the extra files to be included in the PYTHONPATH using the pyfiles or sparksubmitpyFiles configuration option in YARN Cluster mode I get the following error So now its broken whether we use pyfiles or sparksubmitpyFiles as the validation gets triggered in both cases irrespective of whether we use Client or Cluster mode with YARN'
0,'Record and recover watermark We should record the watermark into the persistent log and recover it to ensure determinism'
0,'Daemon log documentation is misleading a Execute the command yarn daemonlog setlevel xxxxxxxxx 45020 ResourceManager DEBUG It is not reflecting in process logs even after performing client level operations Log level is not changed'
0,'Handle ClassCastException on AuthenticationException in LoadBalancingKMSClientProvider An Oozie job with a single shell action fails may not be important but if you needs the exact details I can provide them with an error message coming from NodeManager Because of this ClassCastException an uncaught exception is raised we do not see the exact caused by exception message the oozie job fails YARN logs are not reported saved'
0,'Improve test coverage for whole stage codegen'
0,'Add since tag in Roxygen documentation for SparkR This is request adding something in SparkR like versionadded in PySpark and since in Scala Java'
0,'Fix findbugs warnings in hadoopcommon branch2 There are 5 findbugs warnings in branch2'
0,'Windows distro build fails on distcopynativelibs HADOOP12892 pulled the distcopynativelibs script into an external file The call to this script is failing when running a distro build on Windows'
0,'Show batch failures in the Streaming UI landing page'
0,'Fix unrecommended syntax usages in hadoop hdfs yarn script for cygwin in branch2 Were using syntax like if $cygwin then which may be errorounsly evaluated into true if cygwin is unset We need to fix this in branch2'
0,'ZKDelegationTokenSecretManager JaasConfig does not work well with other ZK users in process Theres a race in the globals The nonglobal APIs from ZOOKEEPER2139 are not available yet in a stable ZK version and theres no timeline for availability'
0,'NoSuchMethodException thrown by UtilswaitForProcess These two configs should not be relevant anymore after Spark 20'
0,'Using ordinals in ORDER BY causes an analysis error when the query has a GROUP BY clause using ordinals However the following query does not work'
0,'Fix some warnings by findbugs in hadoopmavenplugin'
0,'Potential Issue of Semantics of BatchCompleted the current implementation of Spark streaming considers a batch is completed no matter the results of the jobs I might have missed something in the checkpoint thread or this handleJobCompletion or it is a potential bug'
0,'orgapachesparksqlexecutiondatasourcesjdbcJdbcUtilssaveTable the case senstivity issue Blindly quoting every field name for inserting is the issue I have issue with the saveTable method in Spark 20 201 I tried to save a dataset to Oracle database but the fields must be uppercase to succeed This is not an expected behavior If only the table names were quoted this utility should concern the case sensitivity The code below throws the exception Caused by javasqlSQLSyntaxErrorException ORA00904 DATETIMEgmt invalid identifier'
0,'select from temptablenocols fails In structured streaming Spark does not report errors when the specified directory does not exist This patch changes the behavior to fail if the directory does not exist when the path is not a glob pattern'
0,'Findbug compilation fails for Kafka Library support Findbug compilation is failing for Kafka Library support'
0,'S3A proxy tests fail after httpclient httpcore upgrade HADOOP12767 upgraded the httpclient and httpcore dependency versions After that I started seeing failures in S3A tests related to proxy handling If I revert that patch locally the tests pass again'
0,'Potential numerical problem in MultivariateOnlineSummarizer min max Chaining cartesian calls in PySpark results in the number of records lower than expected'
0,'PullOutNondeterministic should work for Aggregate operator This test case should pass'
0,'DataFrames pivot doesnt see column created in groupBy Im not completely sure if this is a bug or expected behavior When you groypBy by a column generated inside of it the pivot method apparently doesnt find this column during the analysis Shows the following exception'
0,'Caching data with replication doesnt replicate data If a custom Jekyll template tag throws Rubys equivalent of a file not found exception then Jekyll will stop the doc building process but will exit with a successful status causing our doc publishing jobs to silently fail This is caused by a case of bad errorhandling logic in Jekyll We should work around this in Spark to avoid more silent documentation build breaks See SPARK16553 for an example of a build failure which was ignored due to this Jekyll bug'
0,'regex strings not properly escaped in codegen for aggregations If I use the function regexpextract and then in my regex string use \ ie escape character this fails codegen because the \ character is not properly escaped when codegend'
0,'Add benchmark codes and the performance results for implemented compression schemes for InMemoryRelation This ticket adds benchmark codes for inmemory cache compression to make future developments and discussions more smooth'
0,'hadoop shell commands should print usage if not given a  rootbigtopfedora15 ~ hdfs foobar Exception in thread main javalangNoClassDefFoundError Program will exit Instead of loading any  it would be nice to explain the command is not valid and to call printusage'
0,'SaveAsTable does not work when source DataFrame is built on a Hive Table But if we change it back it will break the semantic of saveAsTable this method uses byname resolution instead of using byposition resolution used by insertInto We should correct the error messages Users can understand how to bypass it before we support it'
0,'Partition schema inference corrupts data Not sure if this is a regression from 20 to 21 I was investigating this for Structured Streaming but it seems it affects batch data as well Heres the issue The partition inference can infer it as IntegerType or I assume LongType or DoubleType basically fixed size types then once UnsafeRows are generated your data will be corrupted I was hoping to fix the issue as part of SPARK18407 but it seems its not only applicable to StructuredStreaming and deserves its own JIRA'
0,'Incorrect UserName at Solaris because it has no whoami command by default Solaris enviroment has no whoami command so the getUnixUserName  at UnixUserGroupInformation  fails because its calling to ShellUSERNAMECOMMAND which is defines as whoami So it launched an Exception and set the default DrWho username ignoring all the FileSystem permissions'
0,'Simple case in spark sql throws ParseException Simple case in sql throws parser exception in spark 20 The following query as well as similar queries fail in spark 20'
0,'SparkConf is Serializable but contains a nonserializable field Added ConfigReader to SparkConf SparkConf is Serializable but ConfigReader is not which results in the following exception'
0,'Error Handling when CTAS Against the Same Data Source Table Using Overwrite Mode When we trying to read a table and then write to the same table using the Overwrite save mode we got a very confusing error message'
0,'BIGINT and INT comparison failure in spark sql But however I get an error when trying to execute from spark sqlContext The following is the error message'
0,'BinaryType fails in Python 3 due to outdated Pyrolite Attempting to create a DataFrame using a BinaryType field fails under Python 3 because the underlying Pyrolite library is out of date Spark appears to be using Pyrolite 49 this issue was fixed in Pyrolite 412 Test case & output attached Im just a Python guy not really sure how to build Spark do classpath magic to test if this works correctly with updated Pyrolite'
0,'Returned Message Null when Hitting an Invocation Exception of Function Lookup When the exception is an invocation exception during function lookup we return a useless confusing error message Below is the error message we got'
0,'persist resolves javalangRuntimeException Invalid PythonUDF lambda requires attributes from more than one child Smells like another optimizer bug thats similar to SPARK17100 and SPARK18254 Im seeing this on 202 and on master at commit I dont have a minimal repro for this yet but the error Im seeing is Note the error at the end when Spark tries to print the physical plan Ive scrubbed some Project fields from the plan to simplify the display but if Ive scrubbed anything you think is important let me know I can get around this problem by adding a right before the operation that fails The failing operation is a filter Any clues on how I can boil this down to a minimal repro Any clues about where the problem is'
0,'joinsLongToUnsafeRowMap crashes with NegativeArraySizeException Here is a crash in Spark SQL joins with a minimal reproducible test case Interestingly it only seems to happen when reading Parquet data I added a crash True variable to show it'
0,'Scala value classes create encoder problems and break at runtime Using Scala value classes as the inner type for Datasets breaks in Spark 20 and 16X This simple Spark 2 application demonstrates that the code will compile but will break at runtime with the error The value  is of course FeatureId as it extends AnyVal'
0,'Enable the tests in HiveCompatibilitySuite for subquery There are a few test cases in HiveCompatibilitySuite for subquery we should enable them to have better coverage'
0,'Fix TestKeyProviderFactory testcases to use default 128 bit length keys TestKeyProviderFactory needs to be fixed to use new key length'
0,'Fix potential NPE in Metrics2 source for DecayRpcScheduler There is a chance of NPE if the updater thread get executed before the counters are fully initialized'
0,'SparkR style guide We should develop a SparkR style guide document based on the some of the guidelines we use and some of the best practices in R We could have a R style guide based on the one from google 1 and adjust some of them with the conversation in Spark'
0,'KMSClientProvider does not work with WebHDFS and Apache Knox w ProxyUser After upgrading to HDP 2530 noticed that all of the KMSClientProvider issues have not been resolved We put a test build together and applied HADOOP13558 and HADOOP13749 these two fixes did still not solve the issue with requests coming from WebHDFS through to Knox to a TDE zone'
0,'Fix performance bug in hash aggregate on long string keys getBytes involves memory copy is thus expensive and causes a performance degradation Fix is to evaluate getBytes before the for loop'
0,'PseudoAuthenticationHandler fails with httpcomponents v44 This shows in the context of WebHCat and Hive but could happen in other places The later returns NULL if there is no query string in the URL In httpcoponents httpclient 425 parse gracefully handles first argument being NULL but in 44 it NPEs'
0,'Deep if expressions cause Generated SpecificUnsafeProjection code to exceed JVM code size limit Problem Description I have an application in which a lot of ifelse decisioning is involved to generate output Im getting following exception Caused by orgcodehausjaninoJaninoRuntimeException Code of method Current splitting of Projection codes doesnt and cant take care of splitting the generated code for individual output column expressions So it can grow to exceed JVM limit Note This issue seems related to SPARK14887 but Im not sure whether the root cause is same'
0,'DatasetdropDuplicates ie distinct should consider the columns with same column name We find and get the first resolved attribute from output with the given column name in DatasetdropDuplicates When we have the more than one columns with the same name Other columns are put into aggregation columns instead of grouping columns We should fix this'
0,'Incorrect results from subquery transformation The correct result of the above query should be an empty set'
0,'Design Document for Credential Provider API Provide detailed overview of the design intent and use of the credential management API'
0,'TestDelegationTokenFetcher testDelegationTokenWithoutRenewer is failing Unfortunately the unit test TestDelegationTokenFetcher testDelegationTokenWithoutRenewer that asserts the message string was not updated accordingly The unit test is failing in both trunk and branch2 branches see example builds This JIRA is to track the effort of fixing this'
0,'ARRAY equality is broken in Spark 20 The following Spark shell reproduces this issue'
0,'Spark Aggregate function LAST returns null on an empty partition Issue description The result from a query that uses the LAST function are incorrect The output obtained for the column that corresponds to the last function is null The result from the query executed for the LAST column call is NULL which I believe is due to the PARTIALLAST on the last partition I believe that this behavior is incorrect The PARTIALLAST call on an empty partition should not return null'
0,'Update release notes for 300alpha1 Per the release instructions we need to update to reflect the right versions new features and big improvements I can put together some notes for HADOOP and HDFS depending on others for YARN and MR'
0,'Potential deadlock in StandaloneSchedulerBackenddead StandaloneSchedulerBackenddead is called in a RPC thread so it should not call SparkContextstop in the same thread SparkContextstop will block until all RPC threads exit if its called inside a RPC thread it will be deadlock'
0,'Mapreduce Job Failed due to failure fetching mapper output on the reduce side The job failed with the reducer failed to fetch the output from mappers see the following stacktrace The problem is that in JIRA MAPREDUCE1784 it added support to handle null compressors to default to noncompressed output In this case when the ionativelibavailable is set to false the compressor will be null However the decompressor has a Java implementation so when the reducer tries to read the mapper output it uses the decompressor but the output does not have the Gzip header'
0,'MiniKdc throws address in use BindException Another address in use error I saw the test testNameRules failed due to porting binding error It appears that the port may be used in between and then throw the exception'
0,'SparkSQL Failed to create table due to catalog string error Trying to build spark 162 but it fails because the maven 333 is gone Is this something that we control I saw the latest 20 builds were updating to 339 and that exists there'
0,'Applications using FileContext fail with the default file system configured to be wasb s3 etc HADOOP11618 fixed a bug with DelegateToFileSystem using the wrong default port As a side effect of this patch file path URLs that previously had no port now insert 0 for the port as per the default implementation of FileSystem getDefaultPort At runtime this can cause an application to erroneously try contacting port 0 for a remote blob store service The connection fails'
0,'Kafka 010 commitQueue needs to be drained Current implementation is just iterating not polling and removing'
0,'Query with Broadcast Hash join fails due to executor OOM in Spark 20 A query which used to work in Spark 16 fails with executor OOM in 20'
0,'Spark 20 history server summary page gets stuck at loading history summary with 10K+ application history The summary page of Spark 20 history server web UI keep displaying Loading history summary all the time and crashes the browser when there are more than 10K application history event logs on HDFS'
0,'hadoop native build fails to detect javalibarch on ppc64le error Bad exit status from var tmp rpmtmpsuXMUs build'
0,'Complex query triggers binding error in HashAggregateExec The following example runs successfully on Spark 200 but fails in the current master This fails with the following exception Note that this error occurs during query execution not during analysis or physical planning'
0,'Potential deadlock in driver handling message So it would cause a deadlock We have found the issue in our deployment it would block the driver to make it handle no messages until the two message all went timeout'
0,'SQLbased three column join loses first column I hope that this is not a known issue I havent had any luck finding anything similar in Jira or the mailing lists but I could be searching with the wrong terms I just started to experiment with Spark SQL and am seeing what appears to be a bug When using Spark SQL to join two tables with a three column inner join the first column join is ignored The example code that I have starts with two tables T1 Is this expected I started to research this a bit and one thing that jumped out at me was the ordering of the HashedRelationBroadcastMode concatenation in the plan this is from the b c d ordering If this concatenated byte array is ever truncated to 64 bits in a comparison the leading column will be lost and could result in this behavior'
0,'Vectorized parquet reader fails to read certain fields from Hive tables this will fail analysis'
0,'Filter rows with null attributes in parquet vectorized reader Its common for many SQL operators to not care about reading null values for correctness Currently this is achieved by performing isNotNull checks for all relevant columns on a perrow basis Pushing these null filters in parquet vectorized reader should bring considerable benefits especially for cases when the underlying data doesnt contain any nulls or contains all nulls'
0,'SELECT distinct does not work if there is a order by clause The plan is wrong because the analyze somehow added struct 21805 to the project list which changes the semantic of the distinct If you use the following query you will get the correct result'
0,'Improve Spark ML user guide improve mlguide replace ML Dataset by DataFrame to simplify the abstraction remove links to Scala API doc in the main guide change ML algorithms to pipeline components'
0,'Output javadoc inside the target directory HADOOP8500 cleaned up the javadoc build but as a result we now have a few javadoc dirs being created outside target folders Thanks to ~aw for finding this issue over on HADOOP8500'
0,'A large Metadata filed in Alias can cause OOM when calling TreeNodetoJSON When using MLLib when calling toJSON on a plan with many level of subqueries it may cause out of memory exception with stack trace'
0,'Inferred partition columns cause assertion error Fails when you run a stream against json data that is stored in partitioned folders if you manually specify the schema and that schema omits the partitioned columns While we are fixing this bug it would be nice to make the assertion better Truncating is not terribly useful as at least in my case it truncated the most interesting part I changed it to this while debugging'
0,'Folder deletion after globbing may fail StructuredStreaming jobs The FileStreamSource used by StructuredStreaming first resolves globs and then creates a ListingFileCatalog which listFiles with the resolved glob patterns If a folder is deleted after glob resolution but before the ListingFileCatalog can list the files we can run into a FileNotFoundException This should not be a fatal exception for a streaming job However we should include a warn message'
0,'NPE thrown by ClientWrapperconf This issue has been fixed in Spark 20 Seems ClientWrapperconf is trying to access the ThreadLocal SessionState which has been set'
0,'Fix flaky test cleanup map and window'
0,'Checkstyle failing Unable to instantiate DoubleCheckedLockingCheck HDFS builds are failing in jenkins'
0,'Spark should not silently drop exceptions in file listing The following works with spark 151 but not anymore with spark 160 I can understand why tables with no columns might not be supported in SQL but in that case I would say that the dfNoColsregisterTempTable call should fail with a more descriptive error'
0,'Fix findbugs warning in VersionInfoMojojava'
0,'Automatically update doc versions The docs version is hard coded It should be updated automatically'
0,'Enumerate Sparks dependencies in a file and diff against it for new pull requests Sometimes when we have dependency changes it can be pretty unclear what transitive set of things are changing If we enumerate all of the dependencies and put them in a source file in the repo we can make it so that it is very explicit what is changing'
0,'App Name is a randomUUID even when sparkappname exists When submitting an application with name The application orgapachesparkexamplesSparkKMeans above did not invoke appName'
0,'DatasetjoinWith broadcasts gigabyte sized table causes OOM Exception The issue is that orgapachesparksqltypesArrayTypedefaultSize is of datatype Int In my dataset there is an Array column whose data size exceeds the limits of an Int and so the data size becomes negative The issue can be repeated by running this code in REPL This causes joinWith to performWith to perform a broadcast join even tho my data is gigabytes in size which of course causes the executors to run out of memory'
0,'Spark returns incorrect result when collect ing a cached Dataset with many columns Although this is reproducible with SparkR it seems more likely that this is an error in the Java Scala Spark sources'
0,'Fix Two Test Failures After Backport In the latest branch 20 we have two test case failure due to backport'
0,'partition calculation mismatch with scbinaryFiles Spark20error occurs when execute the sql statement which includes nvl function while spark16 supports Error orgapachesparksqlAnalysisException cannot resolve nvl bnewuser 0 due to data type mismatch input to function coalesce should all be the same type but its string int line 2 pos 73 statecode0'
0,'Poisson GLM fails due to wrong initialization Poisson GLM fails for many standard data sets The issue is incorrect initialization leading to almost zero probability and weights The following simple example reproduces the error The issue is in the initialization the mean is initialized as the response which could be zero Applying the log link results in very negative numbers protected against Inf which again leads to close to zero probability and weights in the weighted least squares The fix is easy just add a small constant highlighted in red below I already have a fix and test code Will create a PR'
0,'HAServiceProtocols health state is incorrectly transitioned to SERVICENOTRESPONDING When HAServiceProtocolmonitorHealth throws a HealthCheckFailedException the actual exception from protocol buffer RPC is a RemoteException that wraps the real exception Thus the state is incorrectly transitioned to SERVICENOTRESPONDING'
0,'NOT IN subquery with more than one column may return incorrect results When putting more than one column in the NOT IN the query may not return correctly if there is a null data We can demonstrate the problem with the following data set and query'
0,'checknative should display a nicer error message when openssl support is not compiled in checknative should display a nicer error message when openssl support is not compiled in Currently Instead we should display something like this if openssl is not supported by the current build'
0,'Fix precommit builds to execute the right set of tests I have noticed that our precommit builds could end up running the wrong set of unit tests for patches For instance YARN3412 changes only YARN files but the test were run against one of the MR modules I suspect there is a race condition when there are multiple builds executing on the same node or remnants from a previous run are getting picked up'
0,'SparkR hangs when there is download or untar failure When there is any partial download or download error it is not cleaned up and sparkRsession will continue to stuck with no error message'
0,'Hivestaging folders created from Spark hiveContext are not getting cleaned up The issue happens via Sparksubmit as well customer used the following command to reproduce this sparksubmit testhivestagingcleanuppy'
0,'fix some DDL bugs about table management when samename temp view exists'
0,'QuantileDiscretizer throws InvalidArgumentException parameter splits given invalid value on valid data I discovered this bug when working with a build from the master branch which I believe is 210 This used to work fine when running spark 162 But when that gets run it incorrectly throws this error parameter splits given invalid value Infinity 10 10 20 20 30 30 Infinity I dont think that there should be duplicate splits generated should there be'
0,'RetryInvocationHandler logs all remote exceptions RetryInvocationHandler logs a warning for any exception that it does not retry There are many exceptions that the client can automatically handle like FileNotFoundException UnresolvedPathException etc so now every one of these generates a scary looking stack trace as a warning then the program continues normally'
0,'MesosClusterScheduler generate bad command options As above conf option value is not enclosed by for example if we have a multi value config like Without the next alluxio config will be treated as sparksubmit options and cause error'
0,'Use of JavaKeyStoreProvider in LdapGroupsMapping causes infinite loop I was attempting to use the LdapGroupsMapping code and the JavaKeyStoreProvider at the same time and hit a really interesting yet fatal issue The code goes into what ought to have been an infinite loop were it not for it overflowing the stack and Java ending the loop Here is a snippet of the stack my annotations are at the bottom'
0,'Add ML example for SparkR Add ML example for SparkR'
0,'KMS cannot deploy on Windows because  names are too long Windows has a maximum path length of 260 characters KMS includes several long  file names During packaging and creation of the distro these paths get even longer because of prepending the standard war directory structure and our share hadoop etc structure The end result is that the final paths are longer than 260 characters making it impossible to deploy a distro on Windows'
0,'Fix exception message in WASB when connecting with anonymous credential Current implementation returns the correct message when we encounter a Storage exception however for scenarios like querying to check if a container exists does not throw a StorageException but returns false when URI is directly specified Anonymous access the error message returned does not clearly state that credentials for storage account is not provided This JIRA tracks the fix the error message to return what is returned when a storage exception is hit and also correct spelling mistakes in the error message'
0,'Fix documentation for DateDiff The current documentation for DateDiff does not make it clear which one is the start date and which is the end date The example is also wrong about the direction'
0,'FileSystemShell doc should explain relative path'
0,'Fix ClassFormatException in trunk build The mavenprojectinforeportsplugin version 27 depends on mavensharedjar11 which uses bcel 52 This does not work well with the new lamda expression'
0,'Startup scripts will not start instances of Hadoop daemons w different configs w o setting separate PID directories Configuration directories can be specified by either setting HADOOPCONFDIR or using the config command line option However the hadoopdaemonsh script will not start the daemons unless the PID directory is separate for each configuration The issue is that the code for generating PID filenames is not dependent on the configuration directory While the PID directory can be changed in hadoopenvsh it seems a little unnecessary to have this restriction'
0,'SparkR hangs at session start when installed as a package without SPARKHOME set If SparkR is running as a package and it has previously downloaded Spark Jar it should be able to run as before without having to set SPARKHOME Basically with this bug the auto install Spark will only work in the first session'
0,'Spark 150 Testing Plan This is an epic for Spark 150 release QA plans for tracking various components'
0,'distcp on mr1 branch1 fails with NPE using a short relative source path distcp on mr1 branch1 fails with NPE using a short relative source path The failure is at DistCpjava makeRelative return null at the following code'
0,'Synchronization issue in delegation token cancel functionality We are using Hadoop delegation token authentication functionality in Apache Solr As part of the integration testing I found following issue with the delegation token cancelation functionality After investigation I found the root cause for this behavior is due to the race condition between step 4 and the firing of ZK watch on S1 Whenever the watch fires before the step 4 we get HTTP 404 response as expected When that is not the case we get HTTP 200 response along with following ERROR message in the log'
0,'LogicalRelationnewInstance should follow the semantics of MultiInstanceRelation Current LogicalRelationnewInstance causes failure when doing selfjoin'
0,'Fix ASF License warnings in branch27 Please have a look following PreCommit build on branch27'
0,'limit + groupBy leads to javalangNullPointerException Using limit on a DataFrame prior to groupBy will lead to a crash Repartitioning will avoid the crash'
0,'Incorrect result when HAVING clause is added to group by query Random query generation uncovered the following query which returns incorrect results when run on Spark SQL This wasnt the original query uncovered by the generator since I performed a bit of minimization to try to make it more understandable Im not sure how to further shrink this in a straightforward way so Im opening this bug to get help in triaging further'
0,'Executor OOM due to a memory leak in BytesToBytesMap While running a Spark job we see that the job fails because of executor OOM with following stack trace The code is trying to reuse the BytesToBytesMap after spilling by calling the reset function The reset function is releasing all memory pages but its not reseting the pointer array If the pointer array size has grown beyond the fair share the BytesToBytes map is not being allocated any memory page further and hence the OOM'
0,'ForeachSink fails with assertion failed No plan for EventTimeWatermark I have a pretty standard stream I call writeStreamforeachstart and get error'
0,'Stackoverflow for schemeless defaultFS with trailing slash Command hadoop fs fs 172161279 mkdir p usr hduser Results in a Stack Overflow The Problem is the Slash at the End of the IP Address'
0,'Add missing dependency in setting mavenremoteresourceplugin to fix builds After HADOOP12893 we are seeing mvn install DskipTests failing in branch27 branch273 and branch26 This failure is caused by the followings The build failure occurs if the both of the above conditions are satisfied'
0,'Fix wrong AIC calculation in Binomial GLM The AIC calculation in Binomial GLM seems to be wrong when there are weights The result is different from that in R'
0,'RDD zipWithIndex generate wrong result when one partition contains more than 2147483647 records RDD zipWithIndex generate wrong result when one partition contains more than IntMaxValue records When RDD contains a partition with more than 2147483647 records error occurs When we do some operation such as repartition or coalesce it is possible to generate big partition so this bug should be fixed'
0,'Deadlock when SparkContextstop is called in UtilstryOrStopSparkContext When SparkContextstop is called in UtilstryOrStopSparkContext the following three places it will cause deadlock because the stop method needs to wait for the thread running stop to exit'
0,'Fix DelegationTokenAuthenticatedURL to pass the connection Configurator to the authenticator KMS DelegationToken operation keeps throwing unable to find valid certification path to requested target It looks very much like the truststore is not being picked up'
0,'OOM killer may leave SparkContext in broken state causing Connection Refused errors When you run some memoryheavy spark job Spark driver may consume more memory resources than host available to provide In this case OOM killer comes on scene and successfully kills a sparksubmit process The pysparkSparkContext is not able to handle such state of things and becomes completely broken You cannot stop it as on stop it tries to call stop method of bounded java context jsc and fails with Py4JError because such process no longer exists as like as the connection to it You cannot start new SparkContext because you have your broken one as active one and pyspark still is not able to not have SparkContext as sort of singleton The only thing you can do is shutdown your IPython Notebook and start it over Or dive into SparkContext internal attributes and reset them manually to initial None state The OOM killer case is just one of the many any reason of sparksubmit crash in the middle of something leaves SparkContext in a broken state'
0,'HBase classes fail to load with client job classloader enabled Currently if a user uses HBase and enables the client job classloader the job fails to load HBase classes'
0,'TestRPCtestRPCInterruptedSimple fails intermittently Jenkins trunk + java 8 saw a failure of TestRPCtestRPCInterruptedSimple the interrupt wasnt picked up Race in test or a surfacing of a bug in RPC where at some points interrupt exceptions are not picked up'
